city,rank,image,region,country,stadium,capacity,home_team,location
London,337,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Stamford_Bridge%2C_Chelsea_vs_Nottingham_Forest%2C_5_January_2020.jpg/250px-Stamford_Bridge%2C_Chelsea_vs_Nottingham_Forest%2C_5_January_2020.jpg,Europe,England,Stamford Bridge,0,Chelsea,"[51.4816869, -0.1910336]"
Goyang,338,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Goyang_sta_1.JPG/250px-Goyang_sta_1.JPG,East Asia,South Korea,Goyang Stadium,0,,"[37.6764849, 126.7431538]"
La Paz,339,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Hernando_Siles_Stadium_-_La_Paz.jpg/250px-Hernando_Siles_Stadium_-_La_Paz.jpg,South America,Bolivia,Estadio Hernando Siles,0,La Paz FC  Club Bolívar  The Strongest,"[-16.4994503, -68.1228532]"
Lilongwe,340,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Africa,Malawi,Bingu National Stadium,0,Flames  Big Bullets FC,"[-13.9438618, 33.7531969]"
Nelspruit  Mpumalanga,341,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Mbombela_Stadium_arena.jpg/250px-Mbombela_Stadium_arena.jpg,Africa,South Africa,Mbombela Stadium,0,,"[-25.4617294, 30.9296899]"
Maracaibo,342,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/JPPachenchoRomero-16.jpg/250px-JPPachenchoRomero-16.jpg,South America,Venezuela,Estadio José Pachencho Romero,0,Deportivo JBL del Zulia  Deportivo Rayo Zuliano,"[10.674048299999999, -71.644999]"
Algiers,343,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Nelson_Mandela_Stadium.jpg/250px-Nelson_Mandela_Stadium.jpg,Africa,Algeria,Stade Nelson Mandela,0,Algeria national football team,"[36.6939428, 3.1220307]"
Kashima  Ibaraki,344,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kashima_Soccer_Stadium_5.jpg/250px-Kashima_Soccer_Stadium_5.jpg,East Asia,Japan,Kashima Football Stadium,0,Kashima Antlers,"[35.9920049, 140.6403679]"
Kumasi,345,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kumasi924.JPG/250px-Kumasi924.JPG,Africa,Ghana,Baba Yara Stadium,0,Asante Kotoko  King Faisal Babes,"[6.68217, -1.6050642]"
Curitiba  Paraná,346,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Est%C3%A1dio_Couto_Pereira.jpg/250px-Est%C3%A1dio_Couto_Pereira.jpg,South America,Brazil,Estádio Major Antônio Couto Pereira,0,Coritiba Foot Ball Club,"[-25.4214376, -49.2597567]"
Barcelona,347,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Estadicornellaelprat_1.jpg/250px-Estadicornellaelprat_1.jpg,Europe,Spain,Stage Front Stadium,0,RCD Espanyol,"[41.3478566, 2.0764584]"
Barquisimeto,348,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Estadio_Metropolitano_de_Lara.jpg/250px-Estadio_Metropolitano_de_Lara.jpg,South America,Venezuela,Estadio Metropolitano de fútbol de Lara,0,Unión Lara,"[10.0774374, -69.3222293]"
Mendoza,349,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,South America,Argentina,Estadio Malvinas Argentinas,0,Godoy Cruz Antonio Tomba,"[-32.889678, -68.879901]"
Nolokla,350,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Lukas_Enembe_Stadium.jpg/250px-Lukas_Enembe_Stadium.jpg,Southeast Asia,Indonesia,Stadion Lukas Enembe,0,Persipura Jayapura,"[-2.5789948, 140.5734834]"
Gwangju,351,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Gwangju_World_Cup_Stadium.jpg/250px-Gwangju_World_Cup_Stadium.jpg,East Asia,South Korea,Gwangju World Cup Stadium,0,Gwangju FC,"[35.1337706, 126.8750042]"
Hanoi,352,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Kh%C3%A1n_%C4%91%C3%A0i_B_-_S%C3%A2n_v%E1%BA%ADn_%C4%91%E1%BB%99ng_Qu%E1%BB%91c_gia_M%E1%BB%B9_%C4%90%C3%ACnh.jpg/250px-Kh%C3%A1n_%C4%91%C3%A0i_B_-_S%C3%A2n_v%E1%BA%ADn_%C4%91%E1%BB%99ng_Qu%E1%BB%91c_gia_M%E1%BB%B9_%C4%90%C3%ACnh.jpg,Southeast Asia,Vietnam,Sân vận động Quốc gia Mỹ Đình,0,Vietnam national football team,"[21.0205027, 105.7639271]"
Liverpool  North West,353,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Goodison_Park_August_2022.jpg/250px-Goodison_Park_August_2022.jpg,Europe,England,Goodison Park,0,Everton FC,"[53.4386898, -2.9664193]"
São Luís  Maranhão,354,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Est%C3%A1dio_Castel%C3%A3o_em_S%C3%A3o_Lu%C3%ADs%2C_Maranh%C3%A3o%2C_Brasil.jpg/250px-Est%C3%A1dio_Castel%C3%A3o_em_S%C3%A3o_Lu%C3%ADs%2C_Maranh%C3%A3o%2C_Brasil.jpg,South America,Brazil,Estádio Governador João Castelo,0,Sampaio Corrêa FC  Moto Club SL  Maranhão AC,"[-2.5487569, -44.2609513]"
Oran,355,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Stade_de_Oran.jpg/250px-Stade_de_Oran.jpg,Africa,Algeria,Miloud Hadefi Stadium,0,Algeria national football team  MC Oran,"[35.7285311, -0.5494977999999999]"
Montevideo,356,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Estadio_Campe%C3%B3n_del_Siglo_setiembre_2021.jpg/250px-Estadio_Campe%C3%B3n_del_Siglo_setiembre_2021.jpg,South America,Uruguay,Estadio Campeón del Siglo,0,Club Atlético Peñarol,"[-34.7979283, -56.0662552]"
Kharkiv,357,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Metalist_Stadium_Kharkiv.jpg/250px-Metalist_Stadium_Kharkiv.jpg,Europe,Ukraine,Metalist Stadium,0,FC Metalist Kharkiv  FC Shakhtar Donetsk,"[49.980863, 36.261576]"
Al-Wakrah,358,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Visita_ao_est%C3%A1dio_de_futebol_Al_Janoub_1.jpg/250px-Visita_ao_est%C3%A1dio_de_futebol_Al_Janoub_1.jpg,West Asia,Qatar,Al-Janoub Stadium,0,,"[25.1597079, 51.5742271]"
Al-Thumama,359,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Al_Thumama_Stadium_%282%29.jpg/250px-Al_Thumama_Stadium_%282%29.jpg,West Asia,Qatar,Al-Thumama Stadium,0,,"[25.2353106, 51.5329152]"
Oran,360,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Stade_Ahmed_Zabana_2.jpg/250px-Stade_Ahmed_Zabana_2.jpg,Africa,Algeria,Ahmed Zabana Stadium,0,MC Oran,"[35.683357, -0.6365156]"
Balikpapan  East Kalimantan,361,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/2017-11-14_Batakan.jpg/250px-2017-11-14_Batakan.jpg,Southeast Asia,Indonesia,Stadion Batakan,0,Persiba Balikpapan,"[-1.2331501, 116.9433188]"
Algiers,362,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Stade_ali_la_pointe_douera.jpg/250px-Stade_ali_la_pointe_douera.jpg,Africa,Algeria,Ali La Pointe Stadium,0,MC Alger,"[36.7729333, 3.0588445]"
Gresik  East Java,363,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Gelora_Joko_Samudro_Stadium_%282016%29.jpg/250px-Gelora_Joko_Samudro_Stadium_%282016%29.jpg,Southeast Asia,Indonesia,Stadion Gelora Joko Samudro,0,Gresik United,"[-7.1855067, 112.6506165]"
Sochi,364,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/2017_Confederation_Cup_-_MEXNZL_-_Fisht.jpg/250px-2017_Confederation_Cup_-_MEXNZL_-_Fisht.jpg,Europe,Russia,Fisht Olympic Stadium,0,,"[43.5854823, 39.723109]"
East Hartford  Connecticut,365,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Rentschler_Field_2017.jpg/250px-Rentschler_Field_2017.jpg,North America,United States,Rentschler Field,0,,"[41.7596149, -72.6188369]"
Kochi,366,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Jawaharlal_Nehru_Stadium_%28Kochi%29_in_2022.jpg/250px-Jawaharlal_Nehru_Stadium_%28Kochi%29_in_2022.jpg,South Asia,India,Jawaharlal Nehru Stadium,0,Kerala Blasters  India national football team,"[9.9679032, 76.2444378]"
Malacca,367,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Stadium_Hang_Jebat_015342.jpg/250px-Stadium_Hang_Jebat_015342.jpg,Southeast Asia,Malaysia,Hang Jebat Stadium,0,Melaka United,"[2.2885304, 102.2330317]"
So Kon Po,368,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hong_Kong_Stadium-1.jpg/250px-Hong_Kong_Stadium-1.jpg,East Asia,Hong Kong,Hong Kong Stadium,0,South China AA,"[22.2742625, 114.1881308]"
Batu Kawan,369,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Batu_Kawan_Stadium%2CPenang.jpg/250px-Batu_Kawan_Stadium%2CPenang.jpg,Southeast Asia,Malaysia,Stadium Negeri Pulau Pinang,0,Penang FA,"[5.2614822, 100.4363541]"
Accra,370,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Africa,Ghana,Accra Sports Stadium,0,Accra Hearts of Oak SC  Great Olympics,"[5.5515153, -0.19233509999999998]"
Kuching,371,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Stadium_Sarawak.JPG/250px-Stadium_Sarawak.JPG,Southeast Asia,Malaysia,Sarawak Stadium,0,Sarawak FA,"[1.5885232999999999, 110.3593436]"
Yangon,372,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Aungsan_Stadium.jpg/250px-Aungsan_Stadium.jpg,Southeast Asia,Myanmar,Bogyoke Aung San Stadium,0,Yangon United FC,"[16.7838408, 96.1606229]"
Ōita,373,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/%C5%8Cita_Stadium_2023-03.jpg/250px-%C5%8Cita_Stadium_2023-03.jpg,East Asia,Japan,Resonac Dome Ōita,0,Ōita Trinita,"[33.2007823, 131.6574852]"
Kuantan,374,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Stadium_Pahang.jpg/250px-Stadium_Pahang.jpg,Southeast Asia,Malaysia,Stadium Darul Makmur,0,Pahang FA,"[3.8153888, 103.3236608]"
Doha,375,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Khalifa_International_Stadium.jpg/250px-Khalifa_International_Stadium.jpg,West Asia,Qatar,Khalifa International Stadium,0,Qatar national football team,"[25.263653, 51.4492245]"
Libreville,376,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,Africa,Gabon,Stade de l’Amitié sino-gabonaise,0,Gabon national football team,"[0.5218802, 9.3929359]"
Karachi,377,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,South Asia,Pakistan,Peoples Football Stadium,0,Pakistan national football team,"[24.8582424, 66.9875836]"
Jamshedpur,378,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/J.R.D._Tata_Stadium.jpg/250px-J.R.D._Tata_Stadium.jpg,South Asia,India,JRD Tata Sports Complex Stadium,0,Jamshedpur FC  Tata Football Academy,"[22.8060299, 86.1935297]"
Shenzhen  Guangdong,379,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Bao%27an_Stadium.jpg/250px-Bao%27an_Stadium.jpg,East Asia,China,Bao'an Stadium,0,,"[22.5609706, 113.8772183]"
Kunming  Yunnan,380,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Kunming_07.JPG/250px-Kunming_07.JPG,East Asia,China,Kunming Tuodong Sports Centre Stadium,0,China national football team,"[25.0898864, 102.9152362]"
Taizhou  Zhejiang,381,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,East Asia,China,Taizhou Sports Centre Stadium,0,,"[28.6496194, 121.395379]"
Wuhu  Anhui,382,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,East Asia,China,Wuhu Olympic Stadium,0,,"[31.1800568, 118.2141777]"
Huizhou  Guangdong,383,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,East Asia,China,Huizhou Olympic Stadium,0,,"[23.035558, 114.4415201]"
